Date, Open, High, Low, Close, Volume
19-Mar-18,310000.00,310500.00,304500.00,304500.00,83388
16-Mar-18,311000.00,312000.00,306000.00,309500.00,138714
15-Mar-18,302000.00,311000.00,299000.00,309000.00,171157
14-Mar-18,305000.00,309500.00,300000.00,301500.00,109100
13-Mar-18,308000.00,310500.00,304000.00,307500.00,190380
12-Mar-18,306000.00,310500.00,304000.00,308000.00,253027
9-Mar-18,294500.00,302000.00,292000.00,301000.00,562317
8-Mar-18,285000.00,294000.00,285000.00,289000.00,178370
7-Mar-18,275000.00,288000.00,273500.00,282500.00,199959
6-Mar-18,275500.00,279000.00,275500.00,278000.00,119852
5-Mar-18,276000.00,279500.00,274000.00,276500.00,125769
2-Mar-18,278500.00,281500.00,274000.00,275500.00,137371
28-Feb-18,293500.00,293500.00,281500.00,281500.00,190586
27-Feb-18,300000.00,301000.00,293000.00,293500.00,87419
26-Feb-18,294000.00,302000.00,291000.00,298000.00,155115
23-Feb-18,297000.00,299000.00,284000.00,292500.00,127329
22-Feb-18,291500.00,299000.00,288000.00,294000.00,153784
21-Feb-18,279500.00,297500.00,279000.00,294500.00,273358
20-Feb-18,277500.00,278500.00,272500.00,275500.00,77235
19-Feb-18,286000.00,286000.00,275000.00,277500.00,119461
14-Feb-18,273000.00,280000.00,271500.00,279500.00,112468
13-Feb-18,275000.00,276000.00,271000.00,271500.00,154994
12-Feb-18,279500.00,284000.00,273000.00,274500.00,208758
9-Feb-18,279500.00,283500.00,279500.00,281000.00,131274
8-Feb-18,281500.00,288000.00,278500.00,288000.00,192396
7-Feb-18,297500.00,298500.00,280000.00,281500.00,208043
6-Feb-18,293500.00,298500.00,285500.00,296000.00,225656
5-Feb-18,300500.00,300500.00,296000.00,299500.00,164591
2-Feb-18,302500.00,305500.00,300000.00,302000.00,193241
1-Feb-18,299500.00,302500.00,298500.00,300000.00,230413
31-Jan-18,306500.00,308500.00,295500.00,299500.00,317889
30-Jan-18,311500.00,313000.00,309000.00,309500.00,111950
29-Jan-18,312500.00,314000.00,309000.00,311500.00,128524
26-Jan-18,310000.00,314000.00,308000.00,312000.00,115824
25-Jan-18,303000.00,310500.00,302500.00,310000.00,117980
24-Jan-18,312000.00,312500.00,302500.00,305500.00,213126
23-Jan-18,313500.00,315000.00,309000.00,313000.00,179563
22-Jan-18,314500.00,317500.00,311000.00,313000.00,173084
19-Jan-18,305500.00,312000.00,304000.00,309500.00,228840
18-Jan-18,305000.00,308000.00,302000.00,307500.00,123266
17-Jan-18,303000.00,307000.00,301500.00,304000.00,138574
16-Jan-18,299500.00,307500.00,299000.00,305000.00,142472
15-Jan-18,300000.00,302000.00,298000.00,299000.00,138106
12-Jan-18,309000.00,309500.00,299500.00,300000.00,171572
11-Jan-18,307000.00,313000.00,306500.00,307500.00,165230
10-Jan-18,299000.00,307500.00,299000.00,305500.00,291555
9-Jan-18,299000.00,301000.00,297000.00,298000.00,184880
8-Jan-18,300000.00,301500.00,295500.00,300000.00,116006
5-Jan-18,299500.00,303500.00,299000.00,300000.00,118386
4-Jan-18,314000.00,314000.00,299000.00,299000.00,199573
3-Jan-18,307000.00,315500.00,306500.00,311500.00,110336
2-Jan-18,312000.00,314000.00,310000.00,312500.00,96093
28-Dec-17,302000.00,307000.00,300000.00,304500.00,80883
27-Dec-17,292500.00,302000.00,292500.00,302000.00,82135
26-Dec-17,299000.00,304000.00,297500.00,298000.00,98422
22-Dec-17,299500.00,300500.00,287000.00,299000.00,164212
21-Dec-17,306000.00,307000.00,299000.00,300500.00,139520
20-Dec-17,308000.00,310500.00,303500.00,305500.00,239968
19-Dec-17,320000.00,320500.00,308000.00,314500.00,118737
18-Dec-17,321000.00,325000.00,317000.00,317000.00,105830
15-Dec-17,322500.00,323000.00,312500.00,313500.00,140191
14-Dec-17,319000.00,325000.00,317000.00,319500.00,254097
13-Dec-17,312000.00,319500.00,311500.00,319500.00,172577
12-Dec-17,320500.00,323500.00,303500.00,311500.00,333615
11-Dec-17,322000.00,325000.00,317000.00,324500.00,97143
8-Dec-17,322500.00,325000.00,318000.00,319000.00,128484
7-Dec-17,335000.00,337000.00,320000.00,321500.00,218185
6-Dec-17,338000.00,338500.00,329000.00,333000.00,157183
5-Dec-17,338000.00,339500.00,332500.00,336500.00,244117
4-Dec-17,316500.00,338500.00,316000.00,337000.00,603978
1-Dec-17,310500.00,316000.00,305000.00,312500.00,98270
30-Nov-17,318000.00,318000.00,308500.00,309000.00,194664
29-Nov-17,312500.00,316500.00,311500.00,315000.00,132736
28-Nov-17,316500.00,321000.00,310000.00,310500.00,258743
27-Nov-17,308000.00,316500.00,307000.00,316000.00,221696
24-Nov-17,309000.00,310000.00,303500.00,307000.00,148439
23-Nov-17,309000.00,317000.00,308500.00,311500.00,107102
22-Nov-17,310500.00,312500.00,305500.00,308500.00,101768
21-Nov-17,319500.00,320500.00,308500.00,310000.00,199650
20-Nov-17,316000.00,320500.00,312500.00,318000.00,181836
17-Nov-17,319000.00,324500.00,315000.00,316000.00,138039
16-Nov-17,317500.00,321500.00,314500.00,319500.00,141792
15-Nov-17,322000.00,323500.00,316000.00,319500.00,157303
14-Nov-17,326000.00,326000.00,314000.00,322000.00,203358
13-Nov-17,328500.00,331000.00,320500.00,322500.00,278763
10-Nov-17,323500.00,324000.00,318500.00,320500.00,118280
9-Nov-17,329000.00,329500.00,322000.00,324000.00,147943
8-Nov-17,321000.00,328500.00,320000.00,325500.00,205338
7-Nov-17,316000.00,322500.00,316000.00,320000.00,168967
6-Nov-17,321000.00,329000.00,320500.00,323000.00,262559
3-Nov-17,319000.00,321000.00,316000.00,320500.00,186560
2-Nov-17,308000.00,317500.00,308000.00,314500.00,241350
1-Nov-17,316500.00,318500.00,305000.00,307500.00,418150
31-Oct-17,328500.00,329000.00,314000.00,314000.00,575896
30-Oct-17,323000.00,331500.00,315000.00,326500.00,555570
27-Oct-17,325000.00,330000.00,313000.00,315000.00,494595
26-Oct-17,303500.00,322000.00,299000.00,318500.00,718801
25-Oct-17,296500.00,301000.00,292500.00,297000.00,250043
24-Oct-17,281500.00,296000.00,280500.00,292000.00,234436
23-Oct-17,276500.00,284000.00,276500.00,281000.00,103590
20-Oct-17,286500.00,289500.00,279500.00,280500.00,105028
19-Oct-17,290000.00,290500.00,281500.00,286500.00,148655
18-Oct-17,286500.00,293000.00,281500.00,284500.00,262000
17-Oct-17,287500.00,287500.00,276000.00,286500.00,264804
16-Oct-17,273500.00,286000.00,271000.00,285000.00,557367
13-Oct-17,256000.00,273000.00,253500.00,271000.00,680070
12-Oct-17,258000.00,262000.00,254500.00,254500.00,179384
11-Oct-17,259000.00,260500.00,256500.00,259000.00,192869
10-Oct-17,259500.00,265000.00,256500.00,261500.00,258941
29-Sep-17,254000.00,263000.00,252000.00,259500.00,302069
28-Sep-17,246500.00,255500.00,245000.00,252000.00,282508
27-Sep-17,238500.00,247500.00,238000.00,243000.00,125920
26-Sep-17,239500.00,243000.00,236500.00,240500.00,153114
25-Sep-17,244000.00,247500.00,239000.00,239500.00,115792
22-Sep-17,250000.00,251000.00,243000.00,244000.00,207273
21-Sep-17,250500.00,255000.00,249000.00,249000.00,194271
20-Sep-17,253500.00,255500.00,250500.00,251000.00,166787
19-Sep-17,251000.00,255500.00,249500.00,253000.00,187682
18-Sep-17,249500.00,254500.00,249000.00,251000.00,187572
15-Sep-17,259000.00,259000.00,248500.00,250000.00,483879
14-Sep-17,256500.00,265000.00,255500.00,260000.00,241691
13-Sep-17,265500.00,266500.00,257000.00,258000.00,208100
12-Sep-17,265000.00,268500.00,264000.00,266000.00,177483
11-Sep-17,265000.00,268500.00,260500.00,262500.00,279876
8-Sep-17,278000.00,278500.00,267000.00,267500.00,443500
7-Sep-17,283500.00,284000.00,280000.00,280500.00,126702
6-Sep-17,285000.00,287000.00,283000.00,283000.00,112765
5-Sep-17,287000.00,287000.00,282500.00,284500.00,125854
4-Sep-17,284000.00,289000.00,282500.00,287000.00,97506
1-Sep-17,289500.00,293000.00,288500.00,289000.00,149082
31-Aug-17,289500.00,292000.00,287000.00,288000.00,82203
30-Aug-17,292000.00,292500.00,286000.00,288000.00,149182
29-Aug-17,295000.00,298500.00,291500.00,294000.00,163297
28-Aug-17,290000.00,296000.00,288500.00,295500.00,102804
25-Aug-17,294500.00,294500.00,287500.00,291000.00,127734
24-Aug-17,281000.00,297500.00,280500.00,295000.00,304846
23-Aug-17,280000.00,281500.00,279500.00,280500.00,60944
22-Aug-17,280000.00,282000.00,279500.00,280000.00,55762
21-Aug-17,282500.00,282500.00,279000.00,280000.00,49598
18-Aug-17,280000.00,284000.00,279000.00,280000.00,55200
17-Aug-17,280000.00,281500.00,279000.00,280000.00,59220
16-Aug-17,280000.00,281500.00,279000.00,280500.00,119504
14-Aug-17,282000.00,282500.00,278500.00,280000.00,50665
11-Aug-17,279000.00,281000.00,278000.00,280000.00,90482
10-Aug-17,280000.00,287000.00,279500.00,280500.00,128892
9-Aug-17,279500.00,282000.00,277000.00,282000.00,63977
8-Aug-17,281000.00,283500.00,280000.00,280000.00,50223
7-Aug-17,280500.00,283500.00,279500.00,282000.00,59046
4-Aug-17,281500.00,286000.00,279500.00,279500.00,122975
3-Aug-17,287500.00,288000.00,281500.00,283500.00,109046
2-Aug-17,281000.00,288500.00,280000.00,287000.00,162072
1-Aug-17,281500.00,285000.00,278500.00,280500.00,143305
31-Jul-17,287000.00,288500.00,281000.00,283500.00,138308
28-Jul-17,290000.00,296500.00,289000.00,291000.00,143789
27-Jul-17,285000.00,293500.00,282500.00,291500.00,160317
26-Jul-17,284000.00,297000.00,283000.00,284000.00,380270
25-Jul-17,285500.00,290000.00,284500.00,287500.00,268758
24-Jul-17,294000.00,296000.00,289500.00,290500.00,173911
21-Jul-17,299000.00,299500.00,293000.00,293500.00,106822
20-Jul-17,304500.00,305000.00,299500.00,300000.00,83171
19-Jul-17,296500.00,304000.00,294500.00,303500.00,144789
18-Jul-17,293500.00,297000.00,291500.00,296000.00,102190
17-Jul-17,299000.00,301500.00,290500.00,291500.00,107744
14-Jul-17,291000.00,294500.00,286500.00,294500.00,75687
13-Jul-17,291000.00,292000.00,288000.00,289000.00,118218
12-Jul-17,284000.00,292000.00,283000.00,287500.00,135885
11-Jul-17,281500.00,289000.00,280500.00,283000.00,195022
10-Jul-17,284000.00,286000.00,279000.00,281500.00,162019
7-Jul-17,291000.00,292000.00,286000.00,288000.00,146152
6-Jul-17,300000.00,301000.00,294000.00,295500.00,135317
5-Jul-17,304500.00,306500.00,298500.00,299500.00,194153
4-Jul-17,309500.00,313500.00,307000.00,308500.00,74937
3-Jul-17,307000.00,311500.00,306000.00,311500.00,82077
30-Jun-17,303500.00,309000.00,303000.00,304000.00,129318
29-Jun-17,310000.00,310000.00,301500.00,302500.00,178199
28-Jun-17,314000.00,318500.00,310000.00,311000.00,77004
27-Jun-17,309500.00,321000.00,309000.00,314500.00,150142
26-Jun-17,318000.00,318000.00,309000.00,309000.00,99970
23-Jun-17,311500.00,321500.00,311000.00,318500.00,222650
22-Jun-17,308500.00,308500.00,302000.00,308000.00,113038
21-Jun-17,302000.00,307000.00,301000.00,305000.00,129134
20-Jun-17,304500.00,305500.00,299500.00,300500.00,167624
19-Jun-17,318000.00,319000.00,307000.00,307000.00,202323
16-Jun-17,319500.00,321500.00,316000.00,319000.00,92445
15-Jun-17,321000.00,329500.00,317000.00,319000.00,166957
14-Jun-17,320500.00,324000.00,315000.00,319000.00,162416
13-Jun-17,322000.00,330500.00,319500.00,320500.00,157401
12-Jun-17,326500.00,327000.00,318000.00,322500.00,117125
9-Jun-17,328000.00,332500.00,326500.00,326500.00,117583
8-Jun-17,331500.00,334000.00,326000.00,329500.00,231666
7-Jun-17,338000.00,338500.00,333500.00,336000.00,186512
5-Jun-17,340500.00,341000.00,337500.00,339500.00,68771
2-Jun-17,337500.00,340500.00,337000.00,340500.00,114697
1-Jun-17,340000.00,342000.00,336500.00,337500.00,170183
31-May-17,344000.00,348500.00,339000.00,343000.00,172831
30-May-17,346000.00,350500.00,344000.00,344000.00,111130
29-May-17,351500.00,352500.00,348000.00,348500.00,79489
26-May-17,349000.00,352500.00,348000.00,351500.00,103435
25-May-17,353000.00,354000.00,349000.00,350000.00,126577
24-May-17,346500.00,356500.00,346000.00,350500.00,114946
23-May-17,354000.00,357000.00,350500.00,350500.00,174735
22-May-17,361000.00,367000.00,358500.00,359000.00,159937
19-May-17,356000.00,360500.00,352000.00,359500.00,140587
18-May-17,357500.00,358500.00,347500.00,355000.00,186659
17-May-17,357000.00,365500.00,355000.00,357500.00,226139
16-May-17,348000.00,354500.00,341500.00,351500.00,155719
15-May-17,349500.00,354500.00,343500.00,346000.00,151369
12-May-17,360500.00,360500.00,342000.00,345000.00,320265
11-May-17,349000.00,361000.00,345000.00,361000.00,431969
10-May-17,350000.00,351000.00,328500.00,344500.00,664769
8-May-17,314000.00,334000.00,313500.00,333000.00,471339
4-May-17,290000.00,315000.00,290000.00,313000.00,324530
2-May-17,292000.00,294000.00,289000.00,289500.00,117438
28-Apr-17,289500.00,293000.00,288000.00,292000.00,158375
27-Apr-17,288500.00,294500.00,286000.00,291500.00,168545
26-Apr-17,293000.00,298500.00,290000.00,290500.00,242293
25-Apr-17,301000.00,301500.00,291000.00,293500.00,303882
24-Apr-17,319000.00,319500.00,305000.00,307000.00,279577
21-Apr-17,310500.00,320000.00,306500.00,317500.00,403608
20-Apr-17,295000.00,307500.00,293000.00,306500.00,280518
19-Apr-17,286000.00,298000.00,284000.00,296000.00,230912
18-Apr-17,287000.00,288500.00,283500.00,285500.00,118850
17-Apr-17,275500.00,287500.00,275500.00,285500.00,243663
14-Apr-17,271500.00,274500.00,270000.00,271000.00,62022
13-Apr-17,270500.00,272500.00,270000.00,272500.00,143400
12-Apr-17,270000.00,271000.00,268000.00,270500.00,85124
11-Apr-17,270000.00,272500.00,269000.00,270000.00,88850
10-Apr-17,272000.00,272500.00,269000.00,270500.00,165080
7-Apr-17,277000.00,277500.00,272500.00,274000.00,111781
6-Apr-17,277500.00,278000.00,273000.00,276000.00,130869
5-Apr-17,284500.00,288000.00,277000.00,277500.00,170387
4-Apr-17,281000.00,284500.00,279500.00,283000.00,176245
3-Apr-17,280500.00,283000.00,278500.00,280000.00,257625
31-Mar-17,282000.00,283000.00,277500.00,280500.00,137370
30-Mar-17,290000.00,290000.00,281000.00,283000.00,134800
29-Mar-17,291000.00,293500.00,289500.00,290000.00,93423
28-Mar-17,288000.00,292000.00,286500.00,290500.00,168667
27-Mar-17,288500.00,288500.00,281000.00,286000.00,126317
24-Mar-17,287000.00,292000.00,284000.00,288000.00,214130
23-Mar-17,283000.00,284500.00,280000.00,282000.00,158028
22-Mar-17,282500.00,282500.00,279000.00,282000.00,132194
21-Mar-17,284000.00,284000.00,279500.00,282000.00,75896
20-Mar-17,283500.00,284500.00,277000.00,280000.00,113853
17-Mar-17,275000.00,285000.00,275000.00,283000.00,187028
16-Mar-17,281500.00,283000.00,272000.00,274000.00,131751
15-Mar-17,277000.00,280500.00,274500.00,278000.00,93388
14-Mar-17,281000.00,283000.00,274000.00,277000.00,245949
13-Mar-17,277500.00,288000.00,275500.00,277500.00,190013
10-Mar-17,278000.00,279000.00,269500.00,272500.00,365866
9-Mar-17,274000.00,280000.00,272500.00,273000.00,186399
8-Mar-17,265500.00,273000.00,264000.00,272500.00,278805
7-Mar-17,261500.00,266000.00,259500.00,264500.00,393982
6-Mar-17,251500.00,265500.00,243000.00,260000.00,815257
3-Mar-17,280000.00,280000.00,249000.00,251500.00,1028992
2-Mar-17,300000.00,300000.00,284500.00,288000.00,297162
28-Feb-17,303000.00,304000.00,297000.00,301000.00,138164
27-Feb-17,307500.00,312500.00,303000.00,306000.00,103221
24-Feb-17,289000.00,307500.00,287000.00,307500.00,305989
23-Feb-17,293500.00,293500.00,285500.00,289000.00,161287
22-Feb-17,292000.00,292500.00,290000.00,291500.00,85633
21-Feb-17,291500.00,293000.00,290500.00,292000.00,64376
20-Feb-17,290500.00,292500.00,289000.00,291500.00,80904
17-Feb-17,288500.00,292000.00,286000.00,288500.00,81740
16-Feb-17,292000.00,292500.00,286500.00,288000.00,73864
15-Feb-17,287000.00,293000.00,287000.00,290000.00,102658
14-Feb-17,285500.00,291000.00,281000.00,287000.00,132424
13-Feb-17,277500.00,284500.00,277500.00,284000.00,118568
10-Feb-17,281000.00,283500.00,277000.00,277500.00,190728
9-Feb-17,281500.00,283500.00,278500.00,281000.00,182678
8-Feb-17,293000.00,294500.00,278500.00,281500.00,411607
7-Feb-17,292500.00,296500.00,291500.00,293000.00,170478
6-Feb-17,305500.00,305500.00,292000.00,292500.00,231499
3-Feb-17,299000.00,307500.00,291500.00,301500.00,431522
2-Feb-17,316000.00,321000.00,295500.00,301000.00,484815
1-Feb-17,318500.00,319000.00,310500.00,315500.00,172999
31-Jan-17,319000.00,328000.00,317000.00,317000.00,136430
26-Jan-17,326000.00,326500.00,317500.00,318500.00,69113
25-Jan-17,329000.00,333000.00,320000.00,325000.00,117488
24-Jan-17,318000.00,327000.00,317000.00,325000.00,202985
23-Jan-17,321000.00,322000.00,314500.00,315000.00,50975
20-Jan-17,310500.00,319500.00,310500.00,319000.00,77775
19-Jan-17,313000.00,317500.00,311000.00,311000.00,111289
18-Jan-17,320500.00,321000.00,312500.00,316000.00,114769
17-Jan-17,321500.00,321500.00,314000.00,320500.00,99293
16-Jan-17,317500.00,322500.00,313000.00,321500.00,155121
13-Jan-17,304500.00,317500.00,303500.00,314500.00,191882
12-Jan-17,300000.00,303500.00,299000.00,302000.00,100805
11-Jan-17,291500.00,301500.00,291500.00,300000.00,110025
10-Jan-17,295000.00,298500.00,292000.00,293500.00,114545
9-Jan-17,303000.00,304000.00,293500.00,298500.00,135847
6-Jan-17,311000.00,311000.00,304000.00,305000.00,132062
5-Jan-17,312500.00,314000.00,309500.00,310000.00,81394
4-Jan-17,312000.00,312500.00,307500.00,311000.00,89936
3-Jan-17,308000.00,314000.00,305500.00,312500.00,81527
2-Jan-17,315500.00,315500.00,305000.00,305500.00,93576
29-Dec-16,317000.00,325500.00,315000.00,321500.00,85964
28-Dec-16,318000.00,322500.00,316000.00,316500.00,87801
27-Dec-16,323000.00,325000.00,319000.00,323500.00,59015
26-Dec-16,321000.00,325000.00,321000.00,322500.00,27474
23-Dec-16,318000.00,326000.00,315500.00,322500.00,78199
22-Dec-16,317500.00,320000.00,315000.00,317000.00,101763
21-Dec-16,321500.00,323000.00,316000.00,318000.00,119713
20-Dec-16,326000.00,326500.00,320500.00,321500.00,74985
19-Dec-16,325000.00,325500.00,322500.00,325000.00,70604
16-Dec-16,327000.00,328500.00,324500.00,325500.00,76531
15-Dec-16,325000.00,327500.00,324000.00,325000.00,60847
14-Dec-16,324000.00,327500.00,323000.00,325000.00,86043
13-Dec-16,328000.00,330000.00,320500.00,321500.00,62711
12-Dec-16,326000.00,328000.00,320500.00,324500.00,114418
9-Dec-16,313500.00,326000.00,313500.00,318500.00,146542
8-Dec-16,313000.00,317000.00,309000.00,317000.00,141993
7-Dec-16,315000.00,319500.00,309000.00,313000.00,128063
6-Dec-16,315000.00,317500.00,302500.00,312000.00,184631
5-Dec-16,309000.00,314000.00,309000.00,313000.00,124939
2-Dec-16,321000.00,323000.00,307000.00,307500.00,192058
1-Dec-16,328000.00,328000.00,318000.00,319000.00,170782
30-Nov-16,340500.00,341000.00,323500.00,328000.00,277782
29-Nov-16,319500.00,341500.00,319500.00,341500.00,192091
28-Nov-16,326000.00,327500.00,322000.00,323500.00,89303
25-Nov-16,319500.00,335500.00,319500.00,324500.00,130404
24-Nov-16,327000.00,329000.00,316000.00,321000.00,151595
23-Nov-16,327500.00,333500.00,327000.00,328500.00,130476
22-Nov-16,330000.00,335000.00,327000.00,334000.00,179822
21-Nov-16,343000.00,343000.00,332500.00,333000.00,231961
18-Nov-16,351000.00,351000.00,343500.00,346000.00,133529
17-Nov-16,350500.00,353500.00,349000.00,352000.00,55751
16-Nov-16,353500.00,355500.00,353000.00,353000.00,57052
15-Nov-16,356500.00,358000.00,350000.00,353000.00,119358
14-Nov-16,362500.00,364500.00,356000.00,356000.00,100341
11-Nov-16,372500.00,378000.00,363000.00,366000.00,174944
10-Nov-16,368000.00,380000.00,367500.00,380000.00,190445
9-Nov-16,361000.00,370500.00,355000.00,362000.00,219569
8-Nov-16,357500.00,358500.00,353000.00,358000.00,73190
7-Nov-16,365000.00,365000.00,354000.00,357500.00,83053
4-Nov-16,358000.00,361000.00,353500.00,357500.00,99951
3-Nov-16,349000.00,359500.00,348000.00,357000.00,114103
2-Nov-16,360000.00,360000.00,350000.00,350000.00,210919
1-Nov-16,350000.00,362000.00,339000.00,360500.00,264881
31-Oct-16,358000.00,363000.00,355000.00,359000.00,131018
28-Oct-16,360500.00,367000.00,360000.00,360000.00,69141
27-Oct-16,363000.00,368000.00,360500.00,364000.00,133002
26-Oct-16,341000.00,358000.00,341000.00,357000.00,270460
25-Oct-16,350000.00,356000.00,331000.00,345500.00,757965
24-Oct-16,370000.00,374000.00,370000.00,372000.00,71470
21-Oct-16,372000.00,375000.00,370000.00,370000.00,56999
20-Oct-16,368500.00,370500.00,367500.00,370500.00,74463
19-Oct-16,370000.00,372500.00,366500.00,370500.00,127181
18-Oct-16,370000.00,372500.00,368500.00,372000.00,118190
17-Oct-16,371500.00,373500.00,367000.00,370000.00,98790
14-Oct-16,374500.00,375000.00,367000.00,368000.00,118846
13-Oct-16,368000.00,373500.00,366500.00,373500.00,109984
12-Oct-16,373500.00,374500.00,369000.00,371000.00,143803
11-Oct-16,368000.00,372500.00,368000.00,371000.00,166017
10-Oct-16,365000.00,371500.00,364500.00,367000.00,145052
7-Oct-16,380000.00,381000.00,358000.00,359500.00,247988
6-Oct-16,385500.00,389000.00,378000.00,381000.00,127380
5-Oct-16,389500.00,393000.00,388500.00,389000.00,70912
4-Oct-16,394000.00,395000.00,392000.00,394500.00,74827
30-Sep-16,385500.00,392500.00,385000.00,389000.00,87743
29-Sep-16,396000.00,399000.00,389000.00,390000.00,89433
28-Sep-16,397000.00,400000.00,395500.00,396000.00,58464
27-Sep-16,389000.00,403000.00,385000.00,400000.00,107766
26-Sep-16,402000.00,406500.00,396000.00,399000.00,93812
23-Sep-16,399000.00,399000.00,395000.00,399000.00,72436
22-Sep-16,393500.00,395500.00,390000.00,394000.00,87300
21-Sep-16,384500.00,389000.00,383500.00,386000.00,98556
20-Sep-16,385000.00,391000.00,382500.00,390000.00,94909
19-Sep-16,385000.00,390000.00,380000.00,389000.00,121686
13-Sep-16,383000.00,386000.00,377500.00,378000.00,106546
12-Sep-16,393500.00,393500.00,382500.00,383500.00,80793
9-Sep-16,396500.00,396500.00,388000.00,390000.00,57027
8-Sep-16,390000.00,399000.00,389000.00,399000.00,110725
7-Sep-16,397000.00,400500.00,390000.00,391000.00,80286
6-Sep-16,399500.00,400500.00,396500.00,398000.00,71329
5-Sep-16,410000.00,412000.00,394000.00,396000.00,127735
2-Sep-16,399500.00,407500.00,398500.00,406000.00,147766
1-Sep-16,388000.00,395500.00,388000.00,395500.00,142974
31-Aug-16,389500.00,390000.00,384000.00,386000.00,118078
30-Aug-16,389000.00,391500.00,384000.00,388000.00,90928
29-Aug-16,384000.00,390000.00,382500.00,387000.00,113608
26-Aug-16,380500.00,385000.00,375000.00,381000.00,96795
25-Aug-16,389000.00,389000.00,376000.00,377000.00,114228
24-Aug-16,394000.00,394000.00,384500.00,384500.00,101420
23-Aug-16,375000.00,390000.00,375000.00,387500.00,135611
22-Aug-16,375500.00,380500.00,372000.00,377000.00,88264
19-Aug-16,381000.00,384500.00,373000.00,375000.00,154815
18-Aug-16,394000.00,395500.00,383000.00,384000.00,101880
17-Aug-16,392000.00,396500.00,387000.00,391000.00,83667
16-Aug-16,390000.00,395000.00,389000.00,389000.00,97739
12-Aug-16,396500.00,396500.00,387500.00,389000.00,141080
11-Aug-16,398000.00,398500.00,386500.00,396500.00,134495
10-Aug-16,378500.00,396000.00,378500.00,394500.00,301315
9-Aug-16,383500.00,389000.00,373000.00,377000.00,215659
8-Aug-16,365000.00,380000.00,360000.00,379500.00,344172
5-Aug-16,373000.00,373000.00,359500.00,363000.00,379500
4-Aug-16,369000.00,377000.00,368500.00,373000.00,177929
3-Aug-16,371500.00,378000.00,364000.00,369000.00,256972
2-Aug-16,380000.00,386000.00,375500.00,379500.00,256266
1-Aug-16,384500.00,384500.00,373500.00,380000.00,395400
29-Jul-16,401500.00,401500.00,380000.00,388000.00,339258
28-Jul-16,400000.00,402000.00,394500.00,400000.00,164147
27-Jul-16,408500.00,408500.00,389000.00,400500.00,309103
26-Jul-16,405000.00,410500.00,402000.00,406500.00,90035
25-Jul-16,416000.00,417500.00,401000.00,403500.00,159652
22-Jul-16,414500.00,418000.00,410000.00,414500.00,131423
21-Jul-16,420500.00,421000.00,410000.00,413000.00,164113
20-Jul-16,417500.00,422000.00,416000.00,422000.00,86326
19-Jul-16,424000.00,425000.00,418500.00,420000.00,76804
18-Jul-16,424500.00,427000.00,420000.00,423000.00,65853
15-Jul-16,427000.00,429000.00,420000.00,424000.00,70363
14-Jul-16,426000.00,427500.00,420500.00,424000.00,76782
13-Jul-16,423500.00,429500.00,422500.00,426000.00,108300
12-Jul-16,422000.00,424500.00,420000.00,423500.00,75879
11-Jul-16,420000.00,427500.00,413500.00,421500.00,185623
8-Jul-16,437500.00,442000.00,415500.00,421500.00,252706
7-Jul-16,440000.00,443000.00,437500.00,441000.00,55360
6-Jul-16,436500.00,439500.00,431000.00,439500.00,80482
5-Jul-16,435500.00,438000.00,433000.00,436000.00,61754
4-Jul-16,438000.00,440000.00,435500.00,439000.00,64820
1-Jul-16,435000.00,439000.00,434000.00,434000.00,99150
30-Jun-16,431000.00,435000.00,426500.00,431500.00,84379
29-Jun-16,421500.00,432000.00,421500.00,429000.00,101190
28-Jun-16,409000.00,423500.00,409000.00,423500.00,78459
27-Jun-16,413500.00,414500.00,405000.00,414500.00,66473
24-Jun-16,417000.00,423000.00,405000.00,414000.00,111012
23-Jun-16,416000.00,422000.00,416000.00,418000.00,53329
22-Jun-16,421500.00,424000.00,414000.00,418000.00,64306
21-Jun-16,416000.00,421000.00,413000.00,419000.00,57005
20-Jun-16,417000.00,417000.00,409500.00,412500.00,59014
17-Jun-16,414000.00,417500.00,409500.00,412000.00,61645
16-Jun-16,412500.00,415000.00,409500.00,412500.00,58956
15-Jun-16,408500.00,413500.00,406000.00,409000.00,59349
14-Jun-16,410000.00,416000.00,402000.00,410500.00,89172
13-Jun-16,419500.00,420000.00,407500.00,410000.00,129856
10-Jun-16,434500.00,434500.00,417500.00,421500.00,121200
9-Jun-16,433000.00,437000.00,430500.00,436000.00,132731
8-Jun-16,423000.00,435000.00,422500.00,435000.00,100053
7-Jun-16,423000.00,430000.00,422000.00,425000.00,81415
3-Jun-16,426000.00,428000.00,419500.00,423000.00,53805
2-Jun-16,414500.00,428500.00,414500.00,426000.00,89789
1-Jun-16,412000.00,420000.00,412000.00,418500.00,73776
31-May-16,413000.00,420500.00,412500.00,417500.00,130233
30-May-16,410000.00,419000.00,408500.00,418000.00,65833
27-May-16,410500.00,413500.00,408500.00,413000.00,43748
26-May-16,417000.00,421500.00,408000.00,410500.00,73010
25-May-16,411000.00,423500.00,407500.00,421500.00,101355
24-May-16,411500.00,416000.00,407000.00,407500.00,62482
23-May-16,418000.00,418000.00,408500.00,414000.00,62754
20-May-16,418500.00,418500.00,411500.00,414500.00,58560
19-May-16,417000.00,420500.00,409500.00,416000.00,91540
18-May-16,425000.00,427000.00,417500.00,420500.00,74340
17-May-16,431000.00,431500.00,425000.00,428000.00,48775
16-May-16,425500.00,435000.00,422500.00,431000.00,82303
